po_number,supplier_id,supplier_name,po_date,requester,department,cost_centre,total_ex_vat,approval_level,status
PO-2025-00370,SUP-0029,Jet Park Packaging (Pty) Ltd,2025-11-27,P. Dlamini,Engineering,CC-400,5249.16,Buyer,Open
PO-2026-00371,SUP-0020,Krugersdorp Chain and Sprocket (Pty) Ltd,2026-02-23,P. Dlamini,Quality,CC-500,13945.41,Department Manager,Open
PO-2026-00372,SUP-0007,Cape Conveyor Systems (Pty) Ltd,2026-04-06,F. Adams,Engineering,CC-400,139487.85,Finance Manager,Open
PO-2026-00373,SUP-0039,Robertsham Glass and Perspex (Pty) Ltd,2026-05-25,J. van Wyk,Warehouse,CC-300,24606.42,Department Manager,Open
PO-2026-00374,SUP-0028,Wadeville Hose and Coupling (Pty) Ltd,2026-02-23,J. van Wyk,Production,CC-100,96874.62,Finance Manager,Open
PO-2026-00375,SUP-0038,Cleveland Bolt Supplies (Pty) Ltd,2026-07-21,J. van Wyk,Quality,CC-500,1723.4,Buyer,Open
PO-2026-00376,SUP-0012,Tshwane Pneumatics (Pty) Ltd,2026-07-27,F. Adams,Production,CC-100,2045.5,Buyer,Open
PO-2026-00377,SUP-0024,Randburg Instrumentation (Pty) Ltd,2026-05-05,B. Sithole,Maintenance,CC-200,87400.12,Finance Manager,Open
PO-2026-00378,SUP-0016,Benoni Industrial Paints (Pty) Ltd,2026-08-03,A. Petersen,Quality,CC-500,29085.79,Department Manager,Open
PO-2026-00379,SUP-0042,Crown Mines Motor Spares (Pty) Ltd,2026-07-31,A. Petersen,Quality,CC-500,138057.84,Finance Manager,Open
PO-2026-00380,SUP-0003,Protea Hydraulics (Pty) Ltd,2026-01-13,R. Botha,Production,CC-100,595.42,Buyer,Open
PO-2026-00381,SUP-0004,Sandton Electrical Wholesale (Pty) Ltd,2026-01-01,L. Nkosi,Maintenance,CC-200,2002.55,Buyer,Open
PO-2026-00382,SUP-0015,Alberton Seal and Gasket (Pty) Ltd,2026-04-22,R. Botha,Warehouse,CC-300,35943.0,Department Manager,Open
PO-2026-00383,SUP-0027,Kya Sand Plastics (Pty) Ltd,2026-01-28,C. Maree,Production,CC-100,38121.48,Department Manager,Open
PO-2025-00384,SUP-0033,Aeroton Castors (Pty) Ltd,2025-11-10,C. Maree,Facilities,CC-600,1124.12,Buyer,Open
PO-2026-00385,SUP-0022,Nigel Compressor Services (Pty) Ltd,2026-07-01,G. Coetzee,Engineering,CC-400,2931.2,Buyer,Open
PO-2025-00386,SUP-0022,Nigel Compressor Services (Pty) Ltd,2025-12-03,N. Khumalo,Production,CC-100,3072.09,Buyer,Open
PO-2025-00387,SUP-0013,Isando Welding Supplies (Pty) Ltd,2025-10-07,J. van Wyk,Warehouse,CC-300,9841.4,Buyer,Open
PO-2026-00388,SUP-0035,Selby Scrap and Recovery (Pty) Ltd,2026-08-07,L. Nkosi,Quality,CC-500,1081.18,Buyer,Open
PO-2026-00389,SUP-0022,Nigel Compressor Services (Pty) Ltd,2026-03-09,C. Maree,Warehouse,CC-300,149857.91,Finance Manager,Open
PO-2026-00390,SUP-0026,Brakpan Sheet Metal (Pty) Ltd,2026-02-04,T. Mokoena,Production,CC-100,924.01,Buyer,Open
PO-2026-00391,SUP-0027,Kya Sand Plastics (Pty) Ltd,2026-04-20,N. Khumalo,Facilities,CC-600,15381.15,Department Manager,Open
PO-2026-00392,SUP-0020,Krugersdorp Chain and Sprocket (Pty) Ltd,2026-02-25,K. Mahlangu,Production,CC-100,19104.82,Department Manager,Open
PO-2026-00393,SUP-0023,Modderfontein Chemicals (Pty) Ltd,2026-01-05,A. Petersen,Engineering,CC-400,695.91,Buyer,Open
PO-2025-00394,SUP-0031,Sebenza Workwear (Pty) Ltd,2025-12-01,J. van Wyk,Production,CC-100,12324.57,Department Manager,Open
PO-2026-00395,SUP-0035,Selby Scrap and Recovery (Pty) Ltd,2026-08-24,J. van Wyk,Facilities,CC-600,5133.76,Buyer,Open
PO-2025-00396,SUP-0007,Cape Conveyor Systems (Pty) Ltd,2025-11-17,C. Maree,Quality,CC-500,40179.33,Department Manager,Open
PO-2025-00397,SUP-0017,Roodepoort Motor Rewinds (Pty) Ltd,2025-11-24,D. Pillay,Facilities,CC-600,80612.58,Finance Manager,Open
PO-2026-00398,SUP-0032,Linbro Park Hardware (Pty) Ltd,2026-06-08,R. Botha,Quality,CC-500,2580.8,Buyer,Open
PO-2026-00399,SUP-0027,Kya Sand Plastics (Pty) Ltd,2026-08-14,J. van Wyk,Production,CC-100,11012.9,Department Manager,Open
PO-2026-00400,SUP-0045,Salt River Marine Fittings (Pty) Ltd,2026-07-08,A. Petersen,Facilities,CC-600,15369.16,Department Manager,Open
PO-2026-00401,SUP-0009,Rand Safety Equipment (Pty) Ltd,2026-04-20,J. van Wyk,Production,CC-100,13312.62,Department Manager,Open
PO-2026-00402,SUP-0042,Crown Mines Motor Spares (Pty) Ltd,2026-03-17,S. Naidoo,Quality,CC-500,257753.75,Chief Financial Officer,Open
PO-2026-00403,SUP-0022,Nigel Compressor Services (Pty) Ltd,2026-06-01,K. Mahlangu,Facilities,CC-600,45624.4,Department Manager,Open
PO-2025-00404,SUP-0010,Germiston Tool Hire (Pty) Ltd,2025-11-21,S. Naidoo,Engineering,CC-400,52555.26,Finance Manager,Open
PO-2026-00405,SUP-0043,New Centre Gas and Gear (Pty) Ltd,2026-02-04,L. Nkosi,Facilities,CC-600,57049.2,Finance Manager,Open
PO-2025-00406,SUP-0025,Sasolburg Pipe and Fittings (Pty) Ltd,2025-11-28,K. Mahlangu,Facilities,CC-600,16102.22,Department Manager,Open
PO-2026-00407,SUP-0023,Modderfontein Chemicals (Pty) Ltd,2026-08-12,C. Maree,Warehouse,CC-300,26476.44,Department Manager,Open
PO-2026-00408,SUP-0010,Germiston Tool Hire (Pty) Ltd,2026-05-25,D. Pillay,Quality,CC-500,95489.62,Finance Manager,Open
PO-2026-00409,SUP-0008,Umgeni Valve and Pump (Pty) Ltd,2026-02-27,S. Naidoo,Maintenance,CC-200,48690.71,Department Manager,Open
PO-2025-00410,SUP-0009,Rand Safety Equipment (Pty) Ltd,2025-10-06,A. Petersen,Warehouse,CC-300,466.92,Buyer,Open
PO-2026-00411,SUP-0033,Aeroton Castors (Pty) Ltd,2026-08-18,K. Mahlangu,Warehouse,CC-300,198.63,Buyer,Open
PO-2026-00412,SUP-0020,Krugersdorp Chain and Sprocket (Pty) Ltd,2026-06-25,D. Pillay,Engineering,CC-400,2293.35,Buyer,Open
PO-2026-00413,SUP-0030,Elandsfontein Rubber (Pty) Ltd,2026-08-12,M. Fourie,Warehouse,CC-300,54225.0,Finance Manager,Open
PO-2026-00414,SUP-0042,Crown Mines Motor Spares (Pty) Ltd,2026-05-18,N. Khumalo,Facilities,CC-600,48698.7,Department Manager,Open
PO-2025-00415,SUP-0036,Booysens Battery Centre (Pty) Ltd,2025-12-18,D. Pillay,Production,CC-100,15396.4,Department Manager,Open
PO-2026-00416,SUP-0029,Jet Park Packaging (Pty) Ltd,2026-03-18,M. Fourie,Maintenance,CC-200,3897.36,Buyer,Open
PO-2025-00417,SUP-0025,Sasolburg Pipe and Fittings (Pty) Ltd,2025-12-08,B. Sithole,Quality,CC-500,3263.88,Buyer,Open
PO-2026-00418,SUP-0001,Midrand Bearing Supplies (Pty) Ltd,2026-04-14,R. Botha,Warehouse,CC-300,21939.75,Department Manager,Open
PO-2025-00419,SUP-0043,New Centre Gas and Gear (Pty) Ltd,2025-10-13,A. Petersen,Quality,CC-500,13430.67,Department Manager,Open
PO-2026-00420,SUP-0031,Sebenza Workwear (Pty) Ltd,2026-07-23,N. Khumalo,Quality,CC-500,11167.37,Department Manager,Open
PO-2026-00421,SUP-0040,Ophirton Hydraulic Rams (Pty) Ltd,2026-04-09,S. Naidoo,Production,CC-100,46603.53,Department Manager,Open
PO-2026-00422,SUP-0013,Isando Welding Supplies (Pty) Ltd,2026-04-13,S. Naidoo,Maintenance,CC-200,10952.16,Department Manager,Open
PO-2026-00423,SUP-0027,Kya Sand Plastics (Pty) Ltd,2026-02-27,J. van Wyk,Quality,CC-500,8690.28,Buyer,Open
PO-2025-00424,SUP-0001,Midrand Bearing Supplies (Pty) Ltd,2025-11-17,F. Adams,Maintenance,CC-200,44795.76,Department Manager,Open
PO-2026-00425,SUP-0025,Sasolburg Pipe and Fittings (Pty) Ltd,2026-01-05,M. Fourie,Warehouse,CC-300,3547.16,Buyer,Open
PO-2025-00426,SUP-0038,Cleveland Bolt Supplies (Pty) Ltd,2025-10-13,T. Mokoena,Warehouse,CC-300,640.0,Buyer,Open
PO-2026-00427,SUP-0025,Sasolburg Pipe and Fittings (Pty) Ltd,2026-08-21,S. Naidoo,Quality,CC-500,23079.0,Department Manager,Open
PO-2025-00428,SUP-0002,Vaal Steel Merchants (Pty) Ltd,2025-10-31,K. Mahlangu,Warehouse,CC-300,4463.2,Buyer,Open
PO-2026-00429,SUP-0039,Robertsham Glass and Perspex (Pty) Ltd,2026-01-12,P. Dlamini,Production,CC-100,11829.2,Department Manager,Open
PO-2026-00430,SUP-0045,Salt River Marine Fittings (Pty) Ltd,2026-02-09,K. Mahlangu,Quality,CC-500,973.68,Buyer,Open
PO-2026-00431,SUP-0035,Selby Scrap and Recovery (Pty) Ltd,2026-03-30,T. Mokoena,Production,CC-100,19733.76,Department Manager,Open
PO-2026-00432,SUP-0006,Highveld Lubricants (Pty) Ltd,2026-06-25,N. Khumalo,Facilities,CC-600,10866.6,Department Manager,Open
PO-2026-00433,SUP-0031,Sebenza Workwear (Pty) Ltd,2026-01-16,R. Botha,Production,CC-100,2625.21,Buyer,Open
PO-2026-00434,SUP-0038,Cleveland Bolt Supplies (Pty) Ltd,2026-02-25,C. Maree,Maintenance,CC-200,13807.0,Department Manager,Open
PO-2025-00435,SUP-0022,Nigel Compressor Services (Pty) Ltd,2025-12-29,T. Mokoena,Quality,CC-500,87201.04,Finance Manager,Open
PO-2026-00436,SUP-0015,Alberton Seal and Gasket (Pty) Ltd,2026-05-25,K. Mahlangu,Engineering,CC-400,2508.2,Buyer,Open
PO-2026-00437,SUP-0018,Springs Gearbox Services (Pty) Ltd,2026-03-02,M. Fourie,Production,CC-100,10559.25,Department Manager,Open
PO-2026-00438,SUP-0028,Wadeville Hose and Coupling (Pty) Ltd,2026-04-02,M. Fourie,Engineering,CC-400,15452.34,Department Manager,Open
PO-2026-00439,SUP-0018,Springs Gearbox Services (Pty) Ltd,2026-06-01,N. Khumalo,Facilities,CC-600,421.89,Buyer,Open
PO-2025-00440,SUP-0036,Booysens Battery Centre (Pty) Ltd,2025-10-17,R. Botha,Warehouse,CC-300,15537.37,Department Manager,Open
PO-2026-00441,SUP-0026,Brakpan Sheet Metal (Pty) Ltd,2026-06-22,T. Mokoena,Engineering,CC-400,113026.9,Finance Manager,Open
PO-2025-00442,SUP-0001,Midrand Bearing Supplies (Pty) Ltd,2025-10-24,M. Fourie,Maintenance,CC-200,15730.18,Department Manager,Open
PO-2026-00443,SUP-0043,New Centre Gas and Gear (Pty) Ltd,2026-04-09,A. Petersen,Quality,CC-500,11572.97,Department Manager,Open
PO-2026-00444,SUP-0023,Modderfontein Chemicals (Pty) Ltd,2026-05-20,C. Maree,Production,CC-100,38108.44,Department Manager,Open
PO-2026-00445,SUP-0033,Aeroton Castors (Pty) Ltd,2026-03-16,M. Fourie,Facilities,CC-600,1023.6,Buyer,Open
PO-2026-00446,SUP-0033,Aeroton Castors (Pty) Ltd,2026-05-21,K. Mahlangu,Quality,CC-500,4378.68,Buyer,Open
PO-2025-00447,SUP-0027,Kya Sand Plastics (Pty) Ltd,2025-12-05,L. Nkosi,Maintenance,CC-200,5834.82,Buyer,Open
PO-2026-00448,SUP-0035,Selby Scrap and Recovery (Pty) Ltd,2026-02-09,N. Khumalo,Production,CC-100,42358.37,Department Manager,Open
PO-2026-00449,SUP-0039,Robertsham Glass and Perspex (Pty) Ltd,2026-08-03,M. Fourie,Production,CC-100,26843.39,Department Manager,Open
PO-2026-00450,SUP-0037,Denver Crane Services (Pty) Ltd,2026-07-01,P. Dlamini,Engineering,CC-400,12377.29,Department Manager,Open
PO-2026-00451,SUP-0032,Linbro Park Hardware (Pty) Ltd,2026-05-07,J. van Wyk,Maintenance,CC-200,3561.24,Buyer,Open
PO-2026-00452,SUP-0044,Village Main Instruments (Pty) Ltd,2026-01-12,P. Dlamini,Quality,CC-500,3128.02,Buyer,Open
PO-2026-00453,SUP-0044,Village Main Instruments (Pty) Ltd,2026-05-13,T. Mokoena,Maintenance,CC-200,58544.9,Finance Manager,Open
PO-2026-00454,SUP-0001,Midrand Bearing Supplies (Pty) Ltd,2026-03-27,S. Naidoo,Maintenance,CC-200,384.59,Buyer,Open
PO-2026-00455,SUP-0011,Karoo Abrasives (Pty) Ltd,2026-04-30,T. Mokoena,Engineering,CC-400,36787.5,Department Manager,Open
PO-2026-00456,SUP-0037,Denver Crane Services (Pty) Ltd,2026-08-10,L. Nkosi,Production,CC-100,17070.5,Department Manager,Open
PO-2026-00457,SUP-0003,Protea Hydraulics (Pty) Ltd,2026-03-31,N. Khumalo,Production,CC-100,380158.5,Chief Financial Officer,Open
PO-2026-00458,SUP-0020,Krugersdorp Chain and Sprocket (Pty) Ltd,2026-07-01,A. Petersen,Quality,CC-500,285.68,Buyer,Open
PO-2026-00459,SUP-0024,Randburg Instrumentation (Pty) Ltd,2026-01-02,S. Naidoo,Warehouse,CC-300,11914.81,Department Manager,Open
PO-2026-00460,SUP-0028,Wadeville Hose and Coupling (Pty) Ltd,2026-01-01,B. Sithole,Engineering,CC-400,60053.63,Finance Manager,Open
PO-2026-00461,SUP-0026,Brakpan Sheet Metal (Pty) Ltd,2026-07-17,M. Fourie,Engineering,CC-400,8870.5,Buyer,Open
PO-2026-00462,SUP-0011,Karoo Abrasives (Pty) Ltd,2026-06-01,T. Mokoena,Production,CC-100,3075.8,Buyer,Open
PO-2026-00463,SUP-0038,Cleveland Bolt Supplies (Pty) Ltd,2026-03-09,S. Naidoo,Quality,CC-500,2242.73,Buyer,Open
PO-2026-00464,SUP-0028,Wadeville Hose and Coupling (Pty) Ltd,2026-08-11,F. Adams,Production,CC-100,124226.64,Finance Manager,Open
PO-2026-00465,SUP-0002,Vaal Steel Merchants (Pty) Ltd,2026-08-26,L. Nkosi,Quality,CC-500,6175.98,Buyer,Open
PO-2026-00466,SUP-0016,Benoni Industrial Paints (Pty) Ltd,2026-05-28,C. Maree,Warehouse,CC-300,10482.29,Department Manager,Open
PO-2026-00467,SUP-0038,Cleveland Bolt Supplies (Pty) Ltd,2026-05-26,G. Coetzee,Engineering,CC-400,15390.4,Department Manager,Open
PO-2026-00468,SUP-0031,Sebenza Workwear (Pty) Ltd,2026-08-24,R. Botha,Quality,CC-500,6849.8,Buyer,Open
PO-2026-00469,SUP-0029,Jet Park Packaging (Pty) Ltd,2026-07-06,D. Pillay,Quality,CC-500,3866.8,Buyer,Open
PO-2026-00470,SUP-0027,Kya Sand Plastics (Pty) Ltd,2026-05-05,T. Mokoena,Engineering,CC-400,19685.72,Department Manager,Open
PO-2026-00471,SUP-0024,Randburg Instrumentation (Pty) Ltd,2026-02-18,G. Coetzee,Warehouse,CC-300,26809.86,Department Manager,Open
PO-2025-00472,SUP-0016,Benoni Industrial Paints (Pty) Ltd,2025-12-29,M. Fourie,Warehouse,CC-300,15967.2,Department Manager,Open
PO-2026-00473,SUP-0024,Randburg Instrumentation (Pty) Ltd,2026-05-25,M. Fourie,Maintenance,CC-200,85414.6,Finance Manager,Open
PO-2026-00474,SUP-0042,Crown Mines Motor Spares (Pty) Ltd,2026-07-06,D. Pillay,Quality,CC-500,305940.65,Chief Financial Officer,Open
PO-2026-00475,SUP-0041,City Deep Cold Storage Spares (Pty) Ltd,2026-07-29,S. Naidoo,Facilities,CC-600,273633.5,Chief Financial Officer,Open
PO-2026-00476,SUP-0001,Midrand Bearing Supplies (Pty) Ltd,2026-02-24,L. Nkosi,Production,CC-100,29325.06,Department Manager,Open
PO-2026-00477,SUP-0033,Aeroton Castors (Pty) Ltd,2026-03-30,D. Pillay,Warehouse,CC-300,8023.16,Buyer,Open
PO-2025-00478,SUP-0002,Vaal Steel Merchants (Pty) Ltd,2025-11-24,B. Sithole,Production,CC-100,101765.88,Finance Manager,Open
PO-2026-00479,SUP-0044,Village Main Instruments (Pty) Ltd,2026-05-06,K. Mahlangu,Facilities,CC-600,52718.82,Finance Manager,Open
PO-2026-00480,SUP-0045,Salt River Marine Fittings (Pty) Ltd,2026-05-07,R. Botha,Maintenance,CC-200,3172.66,Buyer,Open
PO-2025-00481,SUP-0044,Village Main Instruments (Pty) Ltd,2025-12-08,B. Sithole,Facilities,CC-600,105924.5,Finance Manager,Open
PO-2025-00482,SUP-0007,Cape Conveyor Systems (Pty) Ltd,2025-12-03,B. Sithole,Engineering,CC-400,51403.84,Finance Manager,Open
PO-2026-00483,SUP-0045,Salt River Marine Fittings (Pty) Ltd,2026-04-28,S. Naidoo,Maintenance,CC-200,6530.58,Buyer,Open
PO-2026-00484,SUP-0038,Cleveland Bolt Supplies (Pty) Ltd,2026-06-04,C. Maree,Production,CC-100,53422.6,Finance Manager,Open
PO-2026-00485,SUP-0028,Wadeville Hose and Coupling (Pty) Ltd,2026-02-24,J. van Wyk,Quality,CC-500,7159.94,Buyer,Open
PO-2025-00486,SUP-0003,Protea Hydraulics (Pty) Ltd,2025-11-25,L. Nkosi,Engineering,CC-400,17022.66,Department Manager,Open
PO-2026-00487,SUP-0012,Tshwane Pneumatics (Pty) Ltd,2026-08-05,M. Fourie,Production,CC-100,1834.83,Buyer,Open
PO-2025-00488,SUP-0001,Midrand Bearing Supplies (Pty) Ltd,2025-10-20,L. Nkosi,Warehouse,CC-300,53366.72,Finance Manager,Open
PO-2026-00489,SUP-0043,New Centre Gas and Gear (Pty) Ltd,2026-01-05,S. Naidoo,Engineering,CC-400,1889.1,Buyer,Open
PO-2025-00490,SUP-0030,Elandsfontein Rubber (Pty) Ltd,2025-12-23,D. Pillay,Quality,CC-500,6940.38,Buyer,Open
PO-2025-00491,SUP-0045,Salt River Marine Fittings (Pty) Ltd,2025-12-18,P. Dlamini,Production,CC-100,44331.5,Department Manager,Open
PO-2026-00492,SUP-0020,Krugersdorp Chain and Sprocket (Pty) Ltd,2026-08-03,N. Khumalo,Production,CC-100,13015.21,Department Manager,Open
PO-2026-00493,SUP-0010,Germiston Tool Hire (Pty) Ltd,2026-02-09,R. Botha,Facilities,CC-600,55676.1,Finance Manager,Open
PO-2025-00494,SUP-0044,Village Main Instruments (Pty) Ltd,2025-12-31,P. Dlamini,Engineering,CC-400,59415.81,Finance Manager,Open
PO-2026-00495,SUP-0042,Crown Mines Motor Spares (Pty) Ltd,2026-07-06,A. Petersen,Maintenance,CC-200,9358.26,Buyer,Open
PO-2026-00496,SUP-0008,Umgeni Valve and Pump (Pty) Ltd,2026-03-13,G. Coetzee,Engineering,CC-400,249864.39,Finance Manager,Open
PO-2026-00497,SUP-0011,Karoo Abrasives (Pty) Ltd,2026-02-03,F. Adams,Production,CC-100,2088.87,Buyer,Open
PO-2026-00498,SUP-0010,Germiston Tool Hire (Pty) Ltd,2026-01-07,C. Maree,Warehouse,CC-300,280951.31,Chief Financial Officer,Open
PO-2026-00499,SUP-0018,Springs Gearbox Services (Pty) Ltd,2026-06-29,G. Coetzee,Engineering,CC-400,15287.46,Department Manager,Open
PO-2026-00500,SUP-0032,Linbro Park Hardware (Pty) Ltd,2026-03-09,S. Naidoo,Quality,CC-500,5040.4,Buyer,Open
PO-2026-00501,SUP-0003,Protea Hydraulics (Pty) Ltd,2026-01-23,G. Coetzee,Maintenance,CC-200,136483.96,Finance Manager,Open
PO-2026-00502,SUP-0043,New Centre Gas and Gear (Pty) Ltd,2026-08-24,N. Khumalo,Warehouse,CC-300,14467.7,Department Manager,Open
PO-2026-00503,SUP-0025,Sasolburg Pipe and Fittings (Pty) Ltd,2026-04-20,J. van Wyk,Engineering,CC-400,10202.3,Department Manager,Open
PO-2025-00504,SUP-0043,New Centre Gas and Gear (Pty) Ltd,2025-11-24,L. Nkosi,Quality,CC-500,28892.15,Department Manager,Open
PO-2025-00505,SUP-0015,Alberton Seal and Gasket (Pty) Ltd,2025-10-21,B. Sithole,Facilities,CC-600,3524.84,Buyer,Open
PO-2026-00506,SUP-0036,Booysens Battery Centre (Pty) Ltd,2026-03-24,F. Adams,Facilities,CC-600,14425.38,Department Manager,Open
PO-2025-00507,SUP-0038,Cleveland Bolt Supplies (Pty) Ltd,2025-10-10,L. Nkosi,Maintenance,CC-200,3941.7,Buyer,Open
PO-2025-00508,SUP-0025,Sasolburg Pipe and Fittings (Pty) Ltd,2025-12-04,G. Coetzee,Quality,CC-500,10461.05,Department Manager,Open
PO-2026-00509,SUP-0026,Brakpan Sheet Metal (Pty) Ltd,2026-04-29,P. Dlamini,Warehouse,CC-300,62043.1,Finance Manager,Open
PO-2026-00510,SUP-0031,Sebenza Workwear (Pty) Ltd,2026-02-16,L. Nkosi,Warehouse,CC-300,121.14,Buyer,Open
PO-2026-00511,SUP-0009,Rand Safety Equipment (Pty) Ltd,2026-07-27,K. Mahlangu,Facilities,CC-600,231.44,Buyer,Open
PO-2026-00512,SUP-0043,New Centre Gas and Gear (Pty) Ltd,2026-01-30,F. Adams,Production,CC-100,6391.11,Buyer,Open
PO-2025-00513,SUP-0020,Krugersdorp Chain and Sprocket (Pty) Ltd,2025-11-17,T. Mokoena,Maintenance,CC-200,9451.04,Buyer,Open
PO-2026-00514,SUP-0037,Denver Crane Services (Pty) Ltd,2026-06-24,D. Pillay,Maintenance,CC-200,13209.41,Department Manager,Open
PO-2025-00515,SUP-0015,Alberton Seal and Gasket (Pty) Ltd,2025-10-22,B. Sithole,Quality,CC-500,157.16,Buyer,Open
PO-2026-00516,SUP-0007,Cape Conveyor Systems (Pty) Ltd,2026-07-03,B. Sithole,Warehouse,CC-300,33876.36,Department Manager,Open
PO-2026-00517,SUP-0028,Wadeville Hose and Coupling (Pty) Ltd,2026-04-20,P. Dlamini,Facilities,CC-600,82697.6,Finance Manager,Open
PO-2026-00518,SUP-0031,Sebenza Workwear (Pty) Ltd,2026-02-26,K. Mahlangu,Production,CC-100,32372.59,Department Manager,Open
PO-2026-00519,SUP-0013,Isando Welding Supplies (Pty) Ltd,2026-01-22,T. Mokoena,Maintenance,CC-200,27890.87,Department Manager,Open
PO-2025-00520,SUP-0020,Krugersdorp Chain and Sprocket (Pty) Ltd,2025-12-29,L. Nkosi,Warehouse,CC-300,6628.45,Buyer,Open
