exception_id,invoice_id,invoice_number,supplier_id,supplier_name,invoice_date,po_number,total_incl_vat,code,control,severity,line_no,value_at_risk,detail,recommendation,extraction_method,extraction_confidence
159,INV-00186,INV2608523,SUP-0008,Umgeni Valve and Pump (Pty) Ltd,2026-05-10,PO-2026-00137,18183.2,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,2371.72,"The supply is R18,183.20, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R2,371.72 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
45,INV-00057,TI2604181,SUP-0045,Salt River Marine Fittings (Pty) Ltd,2026-08-20,PO-2026-00400,17674.53,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,2305.37,"The supply is R17,674.53, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R2,305.37 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
233,INV-00283,INV2505121,SUP-0036,Booysens Battery Centre (Pty) Ltd,2025-12-15,PO-2025-00312,11230.81,E01_PRICE_VARIANCE,Three way match,HIGH,2.0,2208.68,"ELE-CON40 charged at R2,180.92 against R1,628.75 on PO-2025-00312, a difference of 33.9 percent over 4 units.","Hold the line and ask the supplier for a credit note, or a written price increase agreed before the order was placed.",rules_fallback,0.72
200,INV-00239,TI2603722,SUP-0005,Boksburg Fastener Co (Pty) Ltd,,PO-2026-00110,16731.12,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,2182.32,"The supply is R16,731.12, above the R5 000 full tax invoice threshold, but the document is missing the date of issue. The R2,182.32 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.62
227,INV-00272,005901,SUP-0028,Wadeville Hose and Coupling (Pty) Ltd,2026-05-14,PO-2026-00333,2144.75,E06_BANK_CHANGE,Payment redirection fraud,HIGH,,2144.75,The invoice asks for payment into Nedbank account 527771145. The master file holds Nedbank account 1651987388 for Wadeville Hose and Coupling (Pty) Ltd.,"Do not change the banking details off the back of a document. Phone the supplier on the number already held on file, never one printed on the invoice, and confirm before anything is paid.",rules_fallback,0.72
67,INV-00085,SI2602555,SUP-0038,Cleveland Bolt Supplies (Pty) Ltd,2026-04-12,PO-2026-00434,15878.05,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,2071.05,"The supply is R15,878.05, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R2,071.05 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
19,INV-00026,TI2607532,SUP-0016,Benoni Industrial Paints (Pty) Ltd,2026-06-17,PO-2026-00240,41961.26,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,2043.43,"The 1 line items add up to R34,444.62 but the invoice states a subtotal of R36,488.05, a difference of R2,043.43.",Send it back. A document that does not add up cannot be approved for payment whatever the cause.,rules_fallback,0.72
165,INV-00191,TI2602147,SUP-0009,Rand Safety Equipment (Pty) Ltd,2026-04-03,PO-2026-00085,2015.08,E06_BANK_CHANGE,Payment redirection fraud,HIGH,,2015.08,The invoice asks for payment into ing Capitec Business Account account 02375179999. The master file holds Capitec Business account 2375179999 for Rand Safety Equipment (Pty) Ltd.,"Do not change the banking details off the back of a document. Phone the supplier on the number already held on file, never one printed on the invoice, and confirm before anything is paid.",rules_fallback,0.72
98,INV-00127,INV2630140,SUP-0016,Benoni Industrial Paints (Pty) Ltd,2026-09-17,PO-2026-94536,15270.71,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,1991.83,"The supply is R15,270.71, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R1,991.83 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
143,INV-00174,INV2603731,SUP-0005,Boksburg Fastener Co (Pty) Ltd,2026-10-08,PO-2026-00077,14803.26,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,1930.86,"The supply is R14,803.26, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R1,930.86 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
62,INV-00079,SI2606386,,Kya Sand Plastics (Pty) Ltd TAX INVOICE,2026-05-14,PO-2026-00470,14559.74,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,1899.1,"The supply is R14,559.74, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R1,899.10 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
43,INV-00056,INV2506063,SUP-0031,Sebenza Workwear (Pty) Ltd,2026-01-17,PO-2025-00394,14173.26,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,1848.69,"The supply is R14,173.26, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R1,848.69 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
89,INV-00118,002688,SUP-0024,Randburg Instrumentation (Pty) Ltd,2026-05-18,PO-2026-00186,45895.52,E01_PRICE_VARIANCE,Three way match,HIGH,1.0,1713.36,"INS-TMP01 charged at R2,593.85 against R2,022.73 on PO-2026-00186, a difference of 28.2 percent over 3 units.","Hold the line and ask the supplier for a credit note, or a written price increase agreed before the order was placed.",rules_fallback,0.72
204,INV-00246,INV2508168,SUP-0003,Protea Hydraulics (Pty) Ltd,2025-11-19,PO-2025-00112,36394.51,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,1693.85,"The 3 line items add up to R29,953.55 but the invoice states a subtotal of R31,647.40, a difference of R1,693.85.",Send it back. A document that does not add up cannot be approved for payment whatever the cause.,rules_fallback,0.72
179,INV-00207,INV2603724,SUP-0005,Boksburg Fastener Co (Pty) Ltd,2026-10-21,PO-2026-00143,12746.78,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,1662.62,"The supply is R12,746.78, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R1,662.62 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
139,INV-00170,INV2657607,SUP-0040,Ophirton Hydraulic Rams (Pty) Ltd,2026-05-01,PO-2026-98934,1660.98,E04_NO_PO,Procurement compliance,MEDIUM,,1660.98,"The invoice quotes PO-2026-98934, which does not exist on the purchasing system.","Query the number with the supplier. A wrong reference is usually a typing error, but it can also be an invoice aimed at the wrong company.",rules_fallback,0.72
164,INV-00190,INV2503981,SUP-0035,Selby Scrap and Recovery (Pty) Ltd,2025-12-11,PO-2025-00175,12714.06,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,1658.36,"The supply is R12,714.06, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R1,658.36 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
196,INV-00233,008109,SUP-0034,Chamdor Forklift Spares (Pty) Ltd,2026-06-21,PO-2026-00365,12438.52,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,1622.42,"The supply is R12,438.52, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number, the name of the recipient. The R1,622.42 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
183,INV-00217,TI2508008,SUP-0006,Highveld Lubricants (Pty) Ltd,2025-12-15,PO-2025-00207,10798.36,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,1619.75,"Subtotal R10,798.36 plus VAT R1,619.75 comes to R12,418.11, but the total demanded is R10,798.36.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
158,INV-00186,INV2608523,SUP-0008,Umgeni Valve and Pump (Pty) Ltd,2026-05-10,PO-2026-00137,18183.2,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,1604.48,"The 1 line items add up to R14,207.00 but the invoice states a subtotal of R15,811.48, a difference of R1,604.48.",Send it back. A document that does not add up cannot be approved for payment whatever the cause.,rules_fallback,0.72
122,INV-00151,TI2506066,,Sebenza Workwear (Pty) Ltd TAX INVOICE,2025-11-24,PO-2025-00263,12206.68,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,1592.18,"The supply is R12,206.68, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R1,592.18 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
47,INV-00062,TI2505735,SUP-0033,Aeroton Castors (Pty) Ltd,2025-10-29,PO-2025-00261,3241.09,E02_QTY_OVER_BILLED,Three way match,HIGH,1.0,1586.24,HDW-CST100 billed for 6 units but the warehouse booked in 2. 4 units were never received.,Pay the received quantity only. Ask the warehouse to confirm nothing is sitting unbooked before the balance is released.,rules_fallback,0.72
12,INV-00012,INV2604173,SUP-0018,Springs Gearbox Services (Pty) Ltd,2026-03-31,PO-2026-00437,10559.25,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,1583.89,"Subtotal R10,559.25 plus VAT R1,583.89 comes to R12,143.14, but the total demanded is R10,559.25.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
167,INV-00195,TI2507636,SUP-0025,Sasolburg Pipe and Fittings (Pty) Ltd,2026-01-28,PO-2025-00508,12030.21,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,1569.16,"The supply is R12,030.21, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R1,569.16 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
51,INV-00069,SI2605526,SUP-0026,Brakpan Sheet Metal (Pty) Ltd,2026-08-06,PO-2026-00170,10328.44,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,1549.27,"Subtotal R10,328.44 plus VAT R1,549.27 comes to R11,877.71, but the total demanded is R10,328.44.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
214,INV-00260,TI2608101,SUP-0034,Chamdor Forklift Spares (Pty) Ltd,2026-10-31,PO-2026-00067,11774.25,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,1535.77,"The supply is R11,774.25, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R1,535.77 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
66,INV-00084,002447,SUP-0012,Tshwane Pneumatics (Pty) Ltd,2026-03-02,PO-2026-00242,42448.41,E01_PRICE_VARIANCE,Three way match,HIGH,3.0,1515.1,"PNU-FRL12 charged at R1,771.62 against R1,468.60 on PO-2026-00242, a difference of 20.6 percent over 5 units.","Hold the line and ask the supplier for a credit note, or a written price increase agreed before the order was placed.",rules_fallback,0.72
21,INV-00028,SI2603010,SUP-0001,Midrand Bearing Supplies (Pty) Ltd,2026-08-10,PO-2026-00180,10095.46,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,1514.32,"Subtotal R10,095.46 plus VAT R1,514.32 comes to R11,609.78, but the total demanded is R10,095.46.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
205,INV-00247,008731,SUP-0015,Alberton Seal and Gasket (Pty) Ltd,2026-03-16,PO-2026-00096,9903.5,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,1485.53,"Subtotal R9,903.50 plus VAT R1,485.53 comes to R11,389.03, but the total demanded is R9,903.50.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
206,INV-00247,008731,SUP-0015,Alberton Seal and Gasket (Pty) Ltd,2026-03-16,PO-2026-00096,9903.5,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,1485.53,"The supply is R9,903.50, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R1,485.53 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
73,INV-00097,SI2502452,SUP-0012,Tshwane Pneumatics (Pty) Ltd,2025-11-24,PO-2025-00311,223704.87,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,1474.88,"The 2 line items add up to R196,000.85 but the invoice states a subtotal of R194,525.97, a difference of R1,474.88.",Send it back. A document that does not add up cannot be approved for payment whatever the cause.,rules_fallback,0.72
56,INV-00075,INV2571174,SUP-0015,Alberton Seal and Gasket (Pty) Ltd,2025-12-02,,1468.11,E04_NO_PO,Procurement compliance,MEDIUM,,1468.11,"No order number appears on the invoice. R1,468.11 is being claimed for goods nobody raised an order for.",Find out who ordered this and under what authority. Maverick spend is bought at whatever price the supplier felt like.,rules_fallback,0.72
219,INV-00267,INV2604275,SUP-0023,Modderfontein Chemicals (Pty) Ltd,2026-08-18,PO-2026-00208,1466.66,E06_BANK_CHANGE,Payment redirection fraud,HIGH,,1466.66,The invoice asks for payment into Absa Bank account 8456632750. The master file holds Standard Bank account 9128660241 for Modderfontein Chemicals (Pty) Ltd.,"Do not change the banking details off the back of a document. Phone the supplier on the number already held on file, never one printed on the invoice, and confirm before anything is paid.",rules_fallback,0.72
171,INV-00200,SI2607539,SUP-0016,Benoni Industrial Paints (Pty) Ltd,2026-05-28,PO-2026-00113,23761.83,E01_PRICE_VARIANCE,Three way match,HIGH,1.0,1448.9,"PNT-PRM20 charged at R3,265.27 against R2,975.49 on PO-2026-00113, a difference of 9.7 percent over 5 units.","Hold the line and ask the supplier for a credit note, or a written price increase agreed before the order was placed.",rules_fallback,0.72
222,INV-00269,INV2606388,SUP-0027,Kya Sand Plastics (Pty) Ltd,2026-07-06,PO-2026-00084,42968.23,E01_PRICE_VARIANCE,Three way match,HIGH,1.0,1428.72,"PLA-HDPE10 charged at R4,226.46 against R3,869.28 on PO-2026-00084, a difference of 9.2 percent over 4 units.","Hold the line and ask the supplier for a credit note, or a written price increase agreed before the order was placed.",rules_fallback,0.72
108,INV-00139,SI2607605,SUP-0042,Crown Mines Motor Spares (Pty) Ltd,2026-09-25,PO-2026-00495,10762.0,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,1403.74,"The supply is R10,762.00, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R1,403.74 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
131,INV-00160,006504,SUP-0037,Denver Crane Services (Pty) Ltd,2025-11-05,PO-2025-00323,14873.57,E01_PRICE_VARIANCE,Three way match,HIGH,1.0,1343.62,"MHD-FRK25 charged at R12,933.54 against R11,589.92 on PO-2025-00323, a difference of 11.6 percent over 1 units.","Hold the line and ask the supplier for a credit note, or a written price increase agreed before the order was placed.",rules_fallback,0.72
201,INV-00243,SI2504272,SUP-0023,Modderfontein Chemicals (Pty) Ltd,2025-11-07,PO-2025-00349,17265.0,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,1326.98,"The 2 line items add up to R16,340.02 but the invoice states a subtotal of R15,013.04, a difference of R1,326.98.",Send it back. A document that does not add up cannot be approved for payment whatever the cause.,rules_fallback,0.72
87,INV-00116,SI2508719,SUP-0020,Krugersdorp Chain and Sprocket (Pty) Ltd,2026-02-28,PO-2025-00288,10064.71,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,1312.79,"The supply is R10,064.71, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R1,312.79 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
215,INV-00261,INV2606391,SUP-0027,Kya Sand Plastics (Pty) Ltd,2026-03-20,PO-2026-00423,8690.28,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,1303.54,"Subtotal R8,690.28 plus VAT R1,303.54 comes to R9,993.82, but the total demanded is R8,690.28.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
128,INV-00155,TI2608268,SUP-0002,Vaal Steel Merchants (Pty) Ltd,2026-04-22,PO-2026-00258,7659.96,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,1148.99,"Subtotal R7,659.96 plus VAT R1,148.99 comes to R8,808.95, but the total demanded is R7,659.96.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
127,INV-00154,INV2604175,SUP-0045,Salt River Marine Fittings (Pty) Ltd,2026-03-03,PO-2026-00430,1119.73,E06_BANK_CHANGE,Payment redirection fraud,HIGH,,1119.73,The invoice asks for payment into Absa Bank account 037652732. The master file holds Absa Bank account 37652732 for Salt River Marine Fittings (Pty) Ltd.,"Do not change the banking details off the back of a document. Phone the supplier on the number already held on file, never one printed on the invoice, and confirm before anything is paid.",rules_fallback,0.72
75,INV-00099,INV2619900,SUP-0030,Elandsfontein Rubber (Pty) Ltd,2026-02-09,PO-2026-99721,1115.48,E04_NO_PO,Procurement compliance,MEDIUM,,1115.48,"The invoice quotes PO-2026-99721, which does not exist on the purchasing system.","Query the number with the supplier. A wrong reference is usually a typing error, but it can also be an invoice aimed at the wrong company.",rules_fallback,0.72
40,INV-00051,INV2644810,SUP-0014,Kempton Cable Works (Pty) Ltd,2026-05-04,,7408.2,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,1111.23,"Subtotal R7,408.20 plus VAT R1,111.23 comes to R8,519.43, but the total demanded is R7,408.20.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
160,INV-00187,SI2604960,SUP-0013,Isando Welding Supplies (Pty) Ltd,2026-04-29,PO-2026-00422,11848.34,E01_PRICE_VARIANCE,Three way match,HIGH,1.0,1091.68,"WLD-E6013 charged at R635.01 against R498.55 on PO-2026-00422, a difference of 27.4 percent over 8 units.","Hold the line and ask the supplier for a credit note, or a written price increase agreed before the order was placed.",rules_fallback,0.72
42,INV-00054,003988,SUP-0035,Selby Scrap and Recovery (Pty) Ltd,2025-12-03,PO-2025-00306,8339.69,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,1087.79,"The supply is R8,339.69, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R1,087.79 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
213,INV-00256,007637,SUP-0025,Sasolburg Pipe and Fittings (Pty) Ltd,2026-07-17,PO-2026-00226,6701.07,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,1044.72,"The 2 line items add up to R4,782.30 but the invoice states a subtotal of R5,827.02, a difference of R1,044.72.",Send it back. A document that does not add up cannot be approved for payment whatever the cause.,rules_fallback,0.72
112,INV-00142,INV2605116,SUP-0036,Booysens Battery Centre (Pty) Ltd,2026-02-23,PO-2026-00107,8971.56,E01_PRICE_VARIANCE,Three way match,HIGH,1.0,1035.44,"ELE-CON40 charged at R1,950.34 against R1,691.48 on PO-2026-00107, a difference of 15.3 percent over 4 units.","Hold the line and ask the supplier for a credit note, or a written price increase agreed before the order was placed.",rules_fallback,0.72
212,INV-00255,002690,SUP-0024,Randburg Instrumentation (Pty) Ltd,2026-07-20,PO-2026-00179,28483.18,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,997.22,"The 2 line items add up to R25,765.20 but the invoice states a subtotal of R24,767.98, a difference of R997.22.",Send it back. A document that does not add up cannot be approved for payment whatever the cause.,rules_fallback,0.72
117,INV-00147,INV2503322,SUP-0030,Elandsfontein Rubber (Pty) Ltd,2025-11-26,PO-2025-00029,23591.65,E02_QTY_OVER_BILLED,Three way match,HIGH,1.0,976.88,SEL-ORK01 billed for 21 units but the warehouse booked in 20. 1 units were never received.,Pay the received quantity only. Ask the warehouse to confirm nothing is sitting unbooked before the balance is released.,rules_fallback,0.72
210,INV-00252,TI2604582,SUP-0043,New Centre Gas and Gear (Pty) Ltd,2026-03-20,PO-2026-00512,7349.78,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,958.67,"The supply is R7,349.78, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R958.67 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
115,INV-00145,INV2505003,SUP-0010,Germiston Tool Hire (Pty) Ltd,2025-12-15,PO-2025-00404,58614.51,E05_VAT_ERROR,Tax accuracy,MEDIUM,,949.68,"VAT shown as R8,471.18 on a net amount of R50,143.33. At 15 percent it should be R7,521.50, which is R949.68 more than charged.",Ask for a corrected tax invoice. Claiming input VAT off a document that states the wrong amount exposes the company on assessment.,rules_fallback,0.72
129,INV-00156,SI2508409,SUP-0032,Linbro Park Hardware (Pty) Ltd,2025-12-08,PO-2025-00145,949.47,E06_BANK_CHANGE,Payment redirection fraud,HIGH,,949.47,The invoice asks for payment into Investec account 0685325346. The master file holds Investec account 685325346 for Linbro Park Hardware (Pty) Ltd.,"Do not change the banking details off the back of a document. Phone the supplier on the number already held on file, never one printed on the invoice, and confirm before anything is paid.",rules_fallback,0.72
157,INV-00185,INV2627451,SUP-0019,Edenvale Filtration (Pty) Ltd,2026-07-20,,6156.89,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,923.53,"Subtotal R6,156.89 plus VAT R923.53 comes to R7,080.42, but the total demanded is R6,156.89.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
217,INV-00264,INV2506384,SUP-0027,Kya Sand Plastics (Pty) Ltd,2025-12-26,PO-2025-00447,5834.82,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,875.22,"Subtotal R5,834.82 plus VAT R875.22 comes to R6,710.04, but the total demanded is R5,834.82.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
14,INV-00017,003014,SUP-0001,Midrand Bearing Supplies (Pty) Ltd,2026-05-01,PO-2026-00072,5217.1,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,782.57,"Subtotal R5,217.10 plus VAT R782.57 comes to R5,999.67, but the total demanded is R5,217.10.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
10,INV-00010,SI2608413,SUP-0032,Linbro Park Hardware (Pty) Ltd,2026-09-11,PO-2026-00103,5816.49,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,758.67,"The supply is R5,816.49, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R758.67 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
7,INV-00007,008410,SUP-0032,Linbro Park Hardware (Pty) Ltd,2026-05-12,PO-2026-00500,5796.46,E11_INVALID_TAX_INVOICE,VAT recoverability,MEDIUM,,756.06,"The supply is R5,796.46, above the R5 000 full tax invoice threshold, but the document is missing the supplier VAT registration number. The R756.06 of input VAT cannot be claimed as it stands.","Request a compliant tax invoice before the VAT return is filed. The goods can still be paid for, the input tax cannot be claimed.",rules_fallback,0.72
216,INV-00263,005362,SUP-0007,Cape Conveyor Systems (Pty) Ltd,2025-12-11,PO-2025-00396,45546.53,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,573.65,"The 2 line items add up to R40,179.33 but the invoice states a subtotal of R39,605.68, a difference of R573.65.",Send it back. A document that does not add up cannot be approved for payment whatever the cause.,rules_fallback,0.72
195,INV-00231,INV2501612,SUP-0004,Sandton Electrical Wholesale (Pty) Ltd,2025-11-24,PO-2025-00091,3749.23,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,562.38,"Subtotal R3,749.23 plus VAT R562.38 comes to R4,311.61, but the total demanded is R3,749.23.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
228,INV-00274,TI2607630,SUP-0025,Sasolburg Pipe and Fittings (Pty) Ltd,2026-01-26,PO-2026-00425,3547.16,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,532.07,"Subtotal R3,547.16 plus VAT R532.07 comes to R4,079.23, but the total demanded is R3,547.16.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
218,INV-00265,SI2603727,SUP-0005,Boksburg Fastener Co (Pty) Ltd,2026-03-16,PO-2026-00357,3301.26,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,495.19,"Subtotal R3,301.26 plus VAT R495.19 comes to R3,796.45, but the total demanded is R3,301.26.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
120,INV-00150,INV2502149,SUP-0009,Rand Safety Equipment (Pty) Ltd,2025-10-31,PO-2025-00410,466.92,E06_BANK_CHANGE,Payment redirection fraud,HIGH,,466.92,The invoice asks for payment into Capitec Business account 02375179999. The master file holds Capitec Business account 2375179999 for Rand Safety Equipment (Pty) Ltd.,"Do not change the banking details off the back of a document. Phone the supplier on the number already held on file, never one printed on the invoice, and confirm before anything is paid.",rules_fallback,0.72
148,INV-00178,INV2690337,SUP-0031,Sebenza Workwear (Pty) Ltd,2026-08-03,PO-2026-00050,464.04,E12_GOODS_NOT_RECEIVED,Three way match,HIGH,,464.04,"Order PO-2026-00050 exists and the supplier has invoiced R464.04, but the warehouse has never booked anything in against it.","Confirm with the warehouse before paying. Either the delivery never arrived or it arrived and was not recorded, and both need fixing.",rules_fallback,0.72
100,INV-00128,008099,SUP-0011,Karoo Abrasives (Pty) Ltd,2026-06-19,PO-2026-00462,3075.8,E08_ARITHMETIC,Mathematical accuracy,MEDIUM,,430.61,"Subtotal R3,075.80 plus VAT R430.61 comes to R3,506.41, but the total demanded is R3,075.80.",Send it back for a corrected invoice before it reaches the payment run.,rules_fallback,0.72
130,INV-00159,INV2506062,SUP-0031,Sebenza Workwear (Pty) Ltd,2025-11-13,PO-2025-00019,4324.17,E01_PRICE_VARIANCE,Three way match,HIGH,1.0,416.55,"PPE-BOOT8 charged at R752.03 against R668.72 on PO-2025-00019, a difference of 12.5 percent over 5 units.","Hold the line and ask the supplier for a credit note, or a written price increase agreed before the order was placed.",rules_fallback,0.72
180,INV-00208,004170,SUP-0045,Salt River Marine Fittings (Pty) Ltd,2025-12-31,PO-2025-00491,51456.7,E01_PRICE_VARIANCE,Three way match,HIGH,1.0,413.46,"PIP-FLG80 charged at R707.41 against R638.50 on PO-2025-00491, a difference of 10.8 percent over 6 units.","Hold the line and ask the supplier for a credit note, or a written price increase agreed before the order was placed.",rules_fallback,0.72
136,INV-00165,INV2603451,SUP-0040,Ophirton Hydraulic Rams (Pty) Ltd,2026-07-16,PO-2026-00291,1347.43,E02_QTY_OVER_BILLED,Three way match,HIGH,1.0,390.56,HYD-FIT12 billed for 12 units but the warehouse booked in 8. 4 units were never received.,Pay the received quantity only. Ask the warehouse to confirm nothing is sitting unbooked before the balance is released.,rules_fallback,0.72
